ID,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
316,319,CASH_OUT,4895343.33,C2003694835,4895343.33,0,C1708120011,286035.4,5181378.73,1
317,45,TRANSFER,357836.57,C353840221,357836.57,0,C1679122685,0,0,1
318,87,TRANSFER,115461.48,C1864352304,115461.48,0,C238575749,0,0,1
319,35,PAYMENT,25161.92,C2135323631,413375,388213.08,M1466887309,0,0,0
320,69,TRANSFER,2960254.17,C833989982,2960254.17,0,C1897067419,0,0,1
321,280,PAYMENT,9086.84,C648980871,536,0,M1309251436,0,0,0
322,737,TRANSFER,167606.49,C1631161002,167606.49,0,C2099952089,0,0,1
323,595,TRANSFER,553124.56,C1393741272,553124.56,0,C858651729,0,0,1
324,212,TRANSFER,1947807.58,C1501311535,1947807.58,0,C37561886,0,0,1
325,333,CASH_OUT,22988.44,C754510676,0,0,C930799911,46664.91,69653.35,0
326,601,CASH_OUT,74854.93,C696765995,74854.93,0,C1073858020,8622604.94,8697459.86,1
327,325,TRANSFER,269187.87,C1859628307,269187.87,0,C638336367,0,0,1
328,180,PAYMENT,30294.3,C1938120873,70616.16,40321.86,M371462308,0,0,0
329,684,CASH_OUT,133337.73,C301349037,0,0,C332314690,1977383.67,2110721.4,0
330,489,CASH_OUT,1189986.88,C1342251524,1189986.88,0,C322342819,0,1189986.88,1
331,164,CASH_OUT,1132311.86,C1916439605,1132311.86,0,C2060716124,5854447.18,6931746.88,1
332,41,CASH_OUT,345954.19,C1945333003,0,0,C149703368,515238.25,907901.43,0
333,20,PAYMENT,1701.76,C322127987,0,0,M681141663,0,0,0
334,537,TRANSFER,34238.2,C1437366708,34238.2,0,C913630133,0,0,1
335,309,CASH_OUT,161694.58,C1631519689,0,0,C2059774402,709261.27,870955.86,0
336,636,TRANSFER,89657.36,C136634417,89657.36,0,C209740901,0,0,1
337,352,CASH_OUT,154052.34,C391483401,154052.34,0,C338683828,182065.24,336117.58,1
338,162,TRANSFER,5820137.62,C1906595632,5820137.62,0,C963512696,0,0,1
339,525,CASH_IN,222514.57,C1925112708,8931636.82,9154151.38,C1105887872,1617677.89,1395163.32,0
340,324,CASH_OUT,53670.38,C756955203,79702,26031.62,C1999189818,0,53670.38,0
341,186,CASH_OUT,39407.81,C489553679,0,0,C2111851359,1676775.05,1716182.86,0
342,302,CASH_OUT,174685.45,C1684901567,0,0,C851395000,9904959.62,10079645.08,0
343,555,TRANSFER,2100951.58,C147671870,2100951.58,0,C1370256031,0,0,1
344,244,TRANSFER,53338.82,C1248176014,53338.82,0,C26405591,0,0,1
345,323,CASH_IN,11559.79,C1568635484,1264183.27,1275743.06,C187099736,2547681.8,2305216.48,0
346,202,PAYMENT,2538.92,C1825291960,28364,25825.08,M697000092,0,0,0
347,279,PAYMENT,14750.84,C1762501897,8033,0,M932983246,0,0,0
348,281,CASH_OUT,195433,C1750847901,101944,0,C983559956,1645092.15,1840525.15,0
349,11,CASH_OUT,156075.19,C117209998,20330,0,C217752238,23734.72,179809.91,0
350,567,CASH_OUT,3596.83,C828281311,3596.83,0,C1509838482,695666.18,699263,1
351,275,TRANSFER,2607790.58,C1448180572,2607790.58,0,C669935594,0,0,1
352,134,CASH_IN,43098.49,C1691914423,24797110.63,24840209.12,C412279000,330052.86,286954.37,0
353,372,PAYMENT,29147.46,C831691810,12145.9,0,M1797551203,0,0,0
354,388,CASH_OUT,4348.62,C638868396,4348.62,0,C235328980,4139226.47,4143575.09,1
355,9,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1
356,131,PAYMENT,31977.92,C714024879,0,0,M1772090377,0,0,0
357,139,CASH_OUT,239823.67,C911526617,0,0,C1969764778,741022.15,753238.84,0
358,446,TRANSFER,171878.27,C1614403626,171878.27,0,C802921475,0,0,1
359,351,CASH_OUT,265678.18,C1309041964,0,0,C1133761101,4339890.11,4605568.29,0
360,473,CASH_OUT,36996.83,C77588545,36996.83,0,C826538510,729398.84,766395.67,1
361,129,CASH_IN,87952.32,C1715876799,768,88720.32,C1240002462,0,0,0
362,656,TRANSFER,46291.81,C1608445918,46291.81,0,C797035468,0,0,1
363,131,CASH_IN,214108.49,C1702832651,11420,225528.49,C1321073925,113194.38,0,0
364,400,PAYMENT,35594.84,C515421592,105024,69429.16,M1887336628,0,0,0
365,263,PAYMENT,7597.16,C1091485946,75119,67521.84,M412442629,0,0,0
366,133,CASH_IN,29379.37,C1607040462,81906,111285.37,C393310219,2824862.19,2795482.81,0
367,13,PAYMENT,23921.37,C1894123586,0,0,M1168874564,0,0,0
368,66,CASH_OUT,3444943.59,C127639062,3444943.59,0,C1426710143,217174.65,3662118.24,1
369,151,CASH_OUT,443893.69,C371450806,443893.69,0,C475066287,3118325.8,3562219.49,1
370,324,CASH_OUT,297530.02,C519500352,20595,0,C966108190,0,297530.02,0
371,178,CASH_OUT,161017.29,C1099594719,0,0,C1194807938,6652846.59,6813863.88,0
372,178,CASH_IN,90365.82,C2061128436,6093751.39,6184117.21,C1694246418,2807024.99,2716659.17,0
373,367,TRANSFER,362672.57,C903484940,362672.57,0,C1036408252,0,0,1
374,375,PAYMENT,5931.62,C709900798,51585,45653.38,M1683686684,0,0,0
375,182,CASH_IN,141299.97,C958248816,14182496.81,14323796.79,C558278772,332205.97,190905.99,0
376,328,TRANSFER,6391.6,C1446359154,6391.6,0,C1765191456,0,0,1
377,546,PAYMENT,98.94,C261536767,102061.48,101962.54,M462866855,0,0,0
378,161,PAYMENT,6350.09,C1040738712,0,0,M2028666761,0,0,0
379,186,CASH_OUT,8142605.46,C721676184,8142605.46,0,C1266336636,1400966.7,9543572.16,1
380,373,CASH_OUT,310025.43,C1374682243,0,0,C1369201236,4235046.04,4545071.46,0
381,329,PAYMENT,40019.71,C218746597,38582,0,M1647652971,0,0,0
382,400,CASH_OUT,460689.45,C1321273727,460689.45,0,C664580487,0,460689.45,1
383,243,CASH_OUT,793886.87,C840188997,793886.87,0,C1959131299,1841967.2,2635854.07,1
384,387,TRANSFER,10000000,C1057439889,24892193.09,14892193.09,C1973915590,0,0,1
385,139,PAYMENT,7443.69,C28507285,115352,107908.31,M1826773635,0,0,0
386,13,CASH_OUT,57194.29,C426800358,0,0,C463731556,1348859.66,1406053.95,0
387,334,PAYMENT,3635.56,C1813111556,15026,11390.44,M1167910529,0,0,0
388,378,PAYMENT,4489.79,C1458432950,0,0,M541383621,0,0,0
389,282,PAYMENT,7785.8,C408577399,4615,0,M730014244,0,0,0
390,491,CASH_OUT,1265033.25,C994518144,1265033.25,0,C469694911,68292.18,1333325.43,1
391,34,CASH_IN,6325.8,C345991592,219195,225520.8,C887248035,0,0,0
392,507,TRANSFER,269476.09,C1998191223,269476.09,0,C1458219596,0,0,1
393,669,CASH_OUT,106290.68,C1300397389,106290.68,0,C775257177,0,106290.68,1
394,20,CASH_OUT,376923.4,C1663232186,21106,0,C1223848476,491068.5,1119240.72,0
395,286,CASH_OUT,2674794.22,C372999326,2674794.22,0,C2116300479,1380829.87,4055624.09,1
396,399,CASH_IN,30188.01,C1011406396,74,30262.01,C328667466,0,0,0
397,162,CASH_OUT,311491.59,C996865526,0,0,C1995685086,328895.9,640387.49,0
398,733,CASH_OUT,105903.18,C2086760344,105903.18,0,C1155351357,350240.31,456143.49,1
399,358,TRANSFER,69722.25,C636090070,21533,0,C501108449,11284480.09,11354202.34,0
400,146,TRANSFER,7114590.07,C2111007650,7114590.07,0,C830545754,0,0,1
401,1,TRANSFER,35063.63,C1364127192,35063.63,0,C1136419747,0,0,1
402,510,CASH_OUT,3178881.71,C1729291850,3178881.71,0,C900441286,0,3178881.71,1
403,244,CASH_OUT,2468740.94,C718874269,2468740.94,0,C230952140,0,2468740.94,1
404,208,CASH_IN,76625.23,C485028065,10821,87446.23,C481151508,960386.46,883761.23,0
405,213,PAYMENT,10910.13,C17688846,156,0,M1858702947,0,0,0
406,225,TRANSFER,84703.87,C1821651825,84703.87,0,C587388242,0,0,1
407,703,TRANSFER,6498297.7,C1720178910,6498297.7,0,C322380690,0,0,1
408,19,CASH_IN,140378.03,C907792642,50281,190659.03,C1557421679,2463273.05,2335556.46,0
409,40,CASH_OUT,127364.97,C726459956,0,0,C1309430817,872827.66,1325971.99,0
410,66,TRANSFER,79441.66,C1915179121,79441.66,0,C36534041,0,0,1
411,42,TRANSFER,334276.08,C1374233613,334276.08,0,C443044241,0,0,1
412,154,TRANSFER,118521.83,C367879482,0,0,C2014775691,4082840.97,4201362.8,0
413,329,PAYMENT,4297.44,C1639345333,31370,27072.56,M37010709,0,0,0
414,302,CASH_IN,94344.1,C278594172,1040535.01,1134879.12,C2048850127,313066.95,218722.85,0
415,516,CASH_OUT,414794.23,C1278483248,414794.23,0,C1516833359,8045553.73,8460347.96,1
416,47,CASH_OUT,557930.19,C1929418063,0,0,C951057444,1048938.11,1606868.31,0
417,225,TRANSFER,476321.8,C562970310,476321.8,0,C152339852,0,0,1
418,21,TRANSFER,158299.34,C278180302,158299.34,0,C1551346623,0,0,1
419,299,CASH_OUT,190959.39,C429884192,0,0,C694493682,2405919.02,2596878.42,0
420,380,CASH_OUT,76826.81,C661984961,122922,46095.19,C1315267201,190291.59,267118.4,0
421,129,CASH_IN,60982.6,C435294955,19865,80847.6,C1958767103,5915020.78,5854038.18,0
422,43,PAYMENT,62.69,C489289920,0,0,M624744644,0,0,0
423,292,TRANSFER,2582733.46,C599107139,2582733.46,0,C48279139,0,0,1
424,726,CASH_OUT,2216437.25,C1860220594,2216437.25,0,C1149224320,6843369.97,9059807.22,1
425,275,TRANSFER,804276.56,C1809718597,0,0,C615558732,1747313.76,2551590.32,0
426,350,CASH_IN,362823.95,C2098888900,637,363460.95,C1073887770,0,0,0
427,516,TRANSFER,414794.23,C266064444,414794.23,0,C33901229,0,0,1
428,595,CASH_OUT,2209035.37,C1720700967,2209035.37,0,C126465799,124117.1,2333152.48,1
429,424,CASH_OUT,5475018.52,C145448061,5475018.52,0,C1034609594,205724.59,5680743.11,1
430,308,TRANSFER,443682.96,C1174423768,443682.96,0,C861921612,0,0,1
431,228,CASH_OUT,202568.52,C1311267631,0,0,C720036746,289242.2,491810.72,0
432,248,CASH_OUT,18035.14,C1218999932,18035.14,0,C463930958,0,18035.14,1
433,235,CASH_OUT,309958.79,C587256083,309958.79,0,C104306099,0,247510.12,1
434,396,CASH_OUT,99316.01,C1727329308,4948,0,C1007511440,0,99316.01,0
435,259,CASH_IN,88336.78,C1888747968,20924,109260.78,C631495754,0,0,0
436,697,CASH_OUT,378623.9,C1316763794,378623.9,0,C140649109,0,378623.9,1
437,690,CASH_IN,48914.95,C538019975,4489289.21,4538204.16,C2141726045,434072.57,385157.62,0
438,277,CASH_OUT,241990.11,C107473234,178547.49,0,C1363787021,0,241990.11,0
439,181,TRANSFER,925784.15,C1661326429,258495,0,C1629079368,1047660.75,1973444.9,0
440,155,CASH_OUT,682309.83,C1810820401,682309.83,0,C475334317,75517.04,757826.87,1
441,285,TRANSFER,228508.58,C294007028,59897,0,C1340679415,48318.74,276827.31,0
442,282,CASH_OUT,122641.28,C455621165,0,0,C482341331,441592.66,564233.94,0
443,468,CASH_OUT,764646.4,C2035637987,764646.4,0,C1696840371,0,764646.4,1
444,607,TRANSFER,265680.73,C871433982,265680.73,0,C7350276,0,0,1
445,202,CASH_OUT,117537.01,C457923336,309848,192310.99,C1063862337,0,117537.01,0
446,711,CASH_OUT,2580055.17,C1554550313,2580055.17,0,C848131266,1052911.87,3632967.05,1
447,560,TRANSFER,357882.83,C496377670,357882.83,0,C1095351700,0,0,1
448,508,TRANSFER,350233.08,C325422027,350233.08,0,C434577794,0,0,1
449,211,TRANSFER,1330802.24,C171693930,1330802.24,0,C678151847,0,0,1
450,162,CASH_OUT,115642.19,C199256620,0,0,C1753369058,1101417.05,1217059.24,0
451,40,CASH_OUT,7887.75,C418271713,7887.75,0,C795853330,0,7887.75,1
452,399,CASH_IN,161437.61,C1753418966,2196640.62,2358078.23,C335838304,439990.68,278553.06,0
453,230,TRANSFER,102009.37,C284996828,102009.37,0,C1044221964,0,0,1
454,203,PAYMENT,168.37,C956896718,68058,67889.63,M1638908100,0,0,0
455,83,TRANSFER,365099.76,C426265650,365099.76,0,C2019200762,0,0,1
456,12,PAYMENT,39302.58,C1903105859,0,0,M1419742237,0,0,0
457,136,CASH_OUT,257894.9,C1935771941,49514,0,C298073974,781403.12,1647790.18,0
458,677,CASH_OUT,9295454.24,C918631268,9295454.24,0,C1985219083,486305.42,9781759.67,1
459,462,TRANSFER,151994.59,C1101966116,151994.59,0,C1518422608,0,0,1
460,232,PAYMENT,17782.65,C516992763,136484.34,118701.7,M886209400,0,0,0
461,230,CASH_IN,263571.64,C388822602,1489982.59,1753554.23,C10573518,3497052.37,3233480.73,0
462,74,TRANSFER,1311150.9,C1492220840,1311150.9,0,C839360691,0,0,1
463,20,CASH_IN,24922.82,C323599481,11675,36597.82,C641900456,0,0,0
464,135,PAYMENT,12033.73,C1260285635,0,0,M361804821,0,0,0
465,426,CASH_IN,149269.68,C515623438,75498,224767.68,C849701943,103898.26,0,0
466,14,TRANSFER,806053.1,C1165419432,239,0,C782504604,584369.87,1479793.73,0
467,577,TRANSFER,113687,C379022466,113687,0,C1223894198,0,0,1
468,253,CASH_OUT,339017.61,C1798900936,0,0,C1088939442,2140017.93,2479035.54,0
469,617,TRANSFER,10000000,C1255348086,32542664.27,22542664.27,C103172881,0,0,1
470,402,TRANSFER,1232239.39,C579893788,1232239.39,0,C2078443613,0,0,1
471,310,CASH_OUT,5239429.19,C1998644906,5239429.19,0,C658898647,20373.48,5259802.67,1
472,96,PAYMENT,13466.28,C238958739,250471.27,237004.99,M1156113866,0,0,0
473,261,TRANSFER,196561.69,C1808233473,196561.69,0,C333956896,0,0,1
474,18,PAYMENT,3641.5,C899965251,211052.54,207411.05,M629557069,0,0,0
475,660,TRANSFER,619502.08,C675587163,619502.08,0,C1770033069,0,0,1
476,380,TRANSFER,32750.67,C141458662,522970.85,490220.18,C1621792304,148681.49,181432.16,0
477,163,PAYMENT,3944.04,C445750958,65276,61331.96,M520035168,0,0,0
478,41,TRANSFER,1272728.89,C1167950996,0,0,C153634664,3012860.73,4285589.62,0
479,254,CASH_OUT,426605.61,C1657735336,0,0,C1752337771,886256.76,1312862.38,0
480,512,TRANSFER,127120.88,C139582618,127120.88,0,C574551822,0,0,1
481,212,CASH_OUT,80639.19,C1909463928,322023,241383.81,C1547174554,0,80639.19,0
482,279,CASH_IN,154205.83,C78576853,4391,158596.83,C1966562224,18219271.3,18065065.48,0
483,107,CASH_OUT,418691.02,C1963602022,418691.02,0,C697599749,628282.31,1046973.33,1
484,16,CASH_OUT,218720.78,C1170740053,0,0,C2094161748,371026.48,758550.36,0
485,253,PAYMENT,7910.01,C1720484022,0,0,M32758420,0,0,0
486,363,TRANSFER,1715635.41,C2115222227,1715635.41,0,C2054556206,0,0,1
487,404,PAYMENT,23938.67,C1727682603,38755,14816.33,M977990396,0,0,0
488,50,TRANSFER,112668.54,C994276793,112668.54,0,C670042954,0,0,1
489,144,TRANSFER,343999.8,C549010172,343999.8,0,C1983458809,0,0,1
490,182,CASH_IN,156471.48,C661949673,3319,159790.48,C1393060660,0,0,0
491,387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0,0,1
492,331,TRANSFER,444500.08,C319823930,277581.26,0,C770001516,4240663.93,4685164.01,0
493,394,PAYMENT,58573.95,C1084403935,0,0,M568356069,0,0,0
494,690,CASH_OUT,66643.99,C1532111392,66643.99,0,C1540253595,26677.15,93321.15,1
495,256,TRANSFER,87915.34,C198252367,0,0,C806423162,920774.28,1008689.62,0
496,239,TRANSFER,63944.13,C339788148,63944.13,0,C912209557,0,0,1
497,638,TRANSFER,1559540.62,C485713115,1559540.62,0,C1786870760,0,0,1
498,84,CASH_OUT,296349.8,C1518895613,296349.8,0,C315643365,0,296349.8,1
499,731,TRANSFER,31887.18,C1764583028,31887.18,0,C252274322,0,0,1
500,320,TRANSFER,34099.1,C319281201,34099.1,0,C2021539165,0,0,1
501,325,CASH_OUT,8458.74,C603248032,0,0,C1089377409,186444.59,194903.33,0
502,206,CASH_OUT,990630.25,C866722579,990630.25,0,C1551990809,332494.61,1323124.85,1
503,138,PAYMENT,26056.64,C725644388,104053,77996.36,M395056848,0,0,0
504,21,CASH_OUT,89613.42,C1143668445,61088,0,C10058268,1085692.44,1315428.58,0
505,181,CASH_OUT,332298.39,C1760395596,313,0,C1731343866,0,332298.39,0
506,160,PAYMENT,1122.17,C1375116938,0,0,M343845798,0,0,0
507,302,PAYMENT,50592.28,C934204248,0,0,M1476434795,0,0,0
508,439,TRANSFER,203119.08,C1294508143,203119.08,0,C1542262415,0,0,1
509,373,CASH_IN,131207.23,C619825181,2213990.77,2345198.01,C523404179,349348.32,218141.08,0
510,161,CASH_OUT,25789.46,C1512213388,0,0,C1320394517,1363341.15,1389130.6,0
511,199,CASH_OUT,465498.74,C1620468524,465498.74,0,C1820811459,3709348.65,4174847.39,1
512,82,TRANSFER,5338583.38,C194251863,5338583.38,0,C280536388,0,0,1
513,504,TRANSFER,262678.53,C678590002,262678.53,0,C1721123505,0,0,1
514,705,PAYMENT,5673.65,C668400183,13370.49,7696.83,M563584629,0,0,0
515,154,TRANSFER,442722.01,C1197049962,442722.01,0,C1656842502,0,0,1
516,228,TRANSFER,266836.35,C2060513697,266836.35,0,C2105369432,0,0,1
517,608,TRANSFER,4716307.48,C941946048,4716307.48,0,C34938557,0,0,1
518,181,TRANSFER,344821.99,C223653328,0,0,C789087123,966169.93,1310991.93,0
519,274,PAYMENT,4547.45,C395694354,29560,25012.55,M971215310,0,0,0
520,354,CASH_OUT,104240.51,C897019811,11980,0,C310152052,1060608.53,1164849.04,0
521,204,PAYMENT,16036.69,C1137876224,181845.19,165808.49,M949960178,0,0,0
522,379,TRANSFER,599281.15,C111530274,91962,0,C1191703194,121883.26,721164.41,0
523,89,CASH_OUT,766631.82,C876716683,766631.82,0,C1473416514,0,766631.82,1
524,682,CASH_OUT,368951.94,C2106880723,368951.94,0,C626396465,19141.57,388093.51,1
525,299,CASH_OUT,302422.73,C257113484,0,0,C1438632086,3826154.43,4128577.16,0
526,42,CASH_OUT,113576.99,C1842780287,0,0,C249630307,413511.71,527088.7,0
527,285,TRANSFER,411566.7,C24910757,411566.7,0,C1647415714,0,0,1
528,674,CASH_OUT,306505.03,C1205102139,306505.03,0,C125162058,0,306505.03,1
529,157,TRANSFER,813775.73,C798159363,813775.73,0,C808528635,0,39888.47,1
530,322,CASH_OUT,71329.73,C872768364,71329.73,0,C634479660,0,71329.73,1
531,690,TRANSFER,3574316.05,C1370421735,3574316.05,0,C1314506376,0,0,1
532,427,TRANSFER,4892226.25,C800259537,4892226.25,0,C1893385934,0,0,1
533,160,CASH_IN,234649.43,C709485689,24094,258743.43,C1302202577,941301.57,706652.13,0
534,414,CASH_OUT,10000000,C2071282373,10000000,0,C803763593,0,10000000,1
535,234,CASH_IN,183752.63,C1463353947,5248881.68,5432634.32,C585559525,372992.46,189239.83,0
536,212,TRANSFER,165925.37,C1647539449,165925.37,0,C823304803,0,0,1
537,324,CASH_OUT,96224.05,C808114623,0,0,C1133262120,229515.08,325739.13,0
538,497,TRANSFER,224570.45,C2046482724,224570.45,0,C2067556284,0,0,1
539,279,CASH_IN,120231.61,C490612318,3340248.25,3460479.86,C622980689,1228380.54,1108148.93,0
540,497,CASH_OUT,918087.96,C1842546630,918087.96,0,C1559008731,322224.88,1240312.84,1
541,11,PAYMENT,1947.38,C1159201686,347677.02,345729.64,M1163967966,0,0,0
542,157,CASH_OUT,939518.05,C2110710924,939518.05,0,C325441489,0,939518.05,1
543,656,TRANSFER,766257.55,C904749186,766257.55,0,C1046618860,0,0,1
544,335,PAYMENT,507,C13112322,443,0,M446644679,0,0,0
545,357,CASH_OUT,790332.43,C393707500,790332.43,0,C730262166,2384548.88,3174881.31,1
546,307,CASH_OUT,127858.86,C1103700604,4145,0,C125015450,0,127858.86,0
547,403,PAYMENT,9077.84,C1661250298,0,0,M91049008,0,0,0
548,307,TRANSFER,2343696.85,C692748109,2343696.85,0,C145912882,0,0,1
549,236,TRANSFER,56007.68,C2095926026,32484.4,0,C648711919,2434636.36,2490644.05,0
550,163,CASH_OUT,276897.12,C1809702233,4955,0,C204770061,7892761.88,8169658.99,0
551,179,CASH_OUT,225361.44,C1512289615,225361.44,0,C513601589,592102.39,817463.83,1
552,187,PAYMENT,4543.37,C215717067,268,0,M1592835490,0,0,0
553,105,TRANSFER,1457085.28,C1648040674,1457085.28,0,C1031027989,0,0,1
554,285,TRANSFER,106654.67,C836610580,106654.67,0,C219723061,0,0,1
555,686,TRANSFER,1637875.33,C1652871533,1637875.33,0,C624254500,0,0,1
556,669,TRANSFER,106290.68,C1767695983,106290.68,0,C742240687,0,0,1
557,142,PAYMENT,27531.95,C1928907239,238080.3,210548.35,M397893642,0,0,0
558,41,CASH_OUT,8470.99,C1726054115,609165,600694.01,C1376298229,15894.78,24365.77,0
559,16,CASH_OUT,222658.8,C285915087,763,0,C286368107,1958988.87,2268962.97,0
560,339,TRANSFER,343177.04,C1919174675,343177.04,0,C776089262,0,0,1
561,570,TRANSFER,1021194.38,C414924099,1021194.38,0,C1028145204,0,0,1
562,232,TRANSFER,3017156.01,C680373527,3017156.01,0,C2071393401,0,0,1
563,177,CASH_OUT,68536.24,C449838957,68536.24,0,C1165543736,410774.24,479310.48,1
564,423,TRANSFER,396757.22,C1909320319,396757.22,0,C1040286971,0,0,1
565,548,CASH_OUT,177956.63,C1300419482,19919,0,C1787918587,403657.16,581613.79,0
566,327,CASH_OUT,415785.89,C1388535947,415785.89,0,C1984912341,2903051.84,3318837.73,1
567,538,CASH_OUT,2136099.59,C615843583,2136099.59,0,C634573611,466582.86,2602682.46,1
568,66,TRANSFER,107188.41,C1876689114,107188.41,0,C1824138036,0,0,1
569,324,CASH_OUT,542542.76,C1529814214,62221.52,0,C1852430154,857057.1,1399599.86,0
570,260,PAYMENT,15825,C607956862,2384.73,0,M1969380636,0,0,0
571,211,CASH_OUT,157137.97,C860207877,157137.97,0,C792885931,3163298.04,3320436.01,1
572,117,TRANSFER,149279.69,C1647475681,149279.69,0,C396255249,0,0,1
573,416,TRANSFER,27276.07,C746928702,27276.07,0,C1644712820,0,0,1
574,349,CASH_OUT,1398633.34,C1656635243,1398633.34,0,C1235306495,0,1398633.34,1
575,355,PAYMENT,1853.07,C857772211,0,0,M1382107068,0,0,0
576,310,PAYMENT,18119.59,C1994955846,3197,0,M1095022689,0,0,0
577,236,PAYMENT,2828.06,C1027738129,43697.43,40869.36,M949104780,0,0,0
578,411,TRANSFER,365069.45,C337746955,365069.45,0,C1144989996,0,0,1
579,263,PAYMENT,2069.56,C1205906617,46211,44141.44,M1179261099,0,0,0
580,732,TRANSFER,59677.48,C1489751550,59677.48,0,C934061897,0,0,1
581,332,PAYMENT,36050,C1165632789,0,0,M1472191085,0,0,0
582,142,TRANSFER,73064.41,C627366177,73064.41,0,C1014517365,0,0,1
583,80,TRANSFER,244814.12,C2138181348,244814.12,0,C1608735206,0,0,1
584,619,CASH_OUT,418971,C1299375115,418971,0,C559632898,2234184.24,2653155.23,1
585,18,CASH_OUT,321796.08,C1413494958,956085,634288.92,C846876105,324781.31,1388769.83,0
586,349,CASH_OUT,103119.06,C36193620,0,0,C206548687,3832726.96,4234657.89,0
587,35,CASH_IN,15985.49,C426677408,48999,64984.49,C1216494467,2097246.41,2081260.93,0
588,135,PAYMENT,8229.77,C3495648,310690.2,302460.43,M993107499,0,0,0
589,230,TRANSFER,1112204.51,C444571961,1112204.51,0,C1409527805,0,0,1
590,498,TRANSFER,95064.86,C1691381242,95064.86,0,C2147250733,0,0,1
591,139,PAYMENT,4671.96,C2146682555,0,0,M1866694623,0,0,0
592,177,CASH_IN,102244.59,C1468670793,2717180.62,2819425.21,C592752102,805248.48,703003.88,0
593,90,TRANSFER,249791.3,C2018224474,249791.3,0,C1562137241,0,0,1
594,300,CASH_OUT,23148,C1832040632,0,0,C2139190689,47953.81,71101.81,0
595,231,CASH_OUT,287465.76,C483563724,697,0,C60158911,591236.06,878701.82,0
596,361,TRANSFER,299016.86,C1499900306,299016.86,0,C1983606729,0,0,1
597,21,TRANSFER,1034794.83,C113821429,0,0,C1157771832,1251288.94,2286083.78,0
598,19,CASH_IN,108913.08,C24605421,410754.61,519667.7,C233647424,443701.52,334788.44,0
